Dataset,L,Method,k,w_prime,Seed,Edge_Count,Mat_Time_s,Macro_F1,CKA,Pred_Agreement
HGB_IMDB,2,KGRW,32,64,45,16350,0.0189,0.540889,1.0,1.0
HGB_IMDB,2,KGRW,32,64,46,16350,0.0161,0.540889,1.0,1.0
HGB_IMDB,2,KGRW,32,128,42,16350,0.0252,0.540889,1.0,1.0
HGB_IMDB,2,KGRW,32,128,43,16350,0.027,0.540889,1.0,1.0
HGB_IMDB,2,KGRW,32,128,44,16350,0.0258,0.540889,1.0,1.0
HGB_IMDB,2,KGRW,32,128,45,16350,0.0275,0.540889,1.0,1.0
HGB_IMDB,2,KGRW,32,128,46,16350,0.0264,0.540889,1.0,1.0
HGB_IMDB,2,KMV,4,,42,13245,0.0175,0.551644,0.932374,0.934122
HGB_IMDB,2,KMV,4,,43,13245,0.0105,0.547258,0.933718,0.933446
HGB_IMDB,2,KMV,4,,44,13245,0.0117,0.551148,0.932402,0.929054
HGB_IMDB,2,KMV,4,,45,13245,0.0251,0.554316,0.93587,0.934122
HGB_IMDB,2,KMV,4,,46,13245,0.0165,0.549507,0.936685,0.9375
HGB_IMDB,2,KMV,8,,42,18065,0.0163,0.55071,0.973468,0.961149
HGB_IMDB,2,KMV,8,,43,18065,0.018,0.545721,0.975304,0.959122
HGB_IMDB,2,KMV,8,,44,18065,0.0189,0.550059,0.977756,0.959797
HGB_IMDB,2,KMV,8,,45,18065,0.0104,0.550664,0.978038,0.962838
HGB_IMDB,2,KMV,8,,46,18065,0.0094,0.546704,0.978689,0.965878
HGB_IMDB,2,KMV,16,,42,20713,0.0156,0.546049,0.991808,0.973311
HGB_IMDB,2,KMV,16,,43,20713,0.0093,0.546026,0.992018,0.972973
HGB_IMDB,2,KMV,16,,44,20713,0.0153,0.546111,0.992668,0.971959
HGB_IMDB,2,KMV,16,,45,20713,0.0092,0.546796,0.992037,0.972297
HGB_IMDB,2,KMV,16,,46,20713,0.015,0.546088,0.992334,0.973649
HGB_IMDB,2,KMV,32,,42,21282,0.0182,0.545823,0.994366,0.973311
HGB_IMDB,2,KMV,32,,43,21282,0.0134,0.545823,0.994366,0.973311
HGB_IMDB,2,KMV,32,,44,21282,0.0142,0.545823,0.994366,0.973311
HGB_IMDB,2,KMV,32,,45,21282,0.0168,0.545823,0.994366,0.973311
HGB_IMDB,2,KMV,32,,46,21282,0.0105,0.545823,0.994366,0.973311
HGB_IMDB,2,KMV,64,,42,21282,0.0179,0.545823,0.994366,0.973311
HGB_IMDB,2,KMV,64,,43,21282,0.0137,0.545823,0.994366,0.973311
HGB_IMDB,2,KMV,64,,44,21282,0.0163,0.545823,0.994366,0.973311
HGB_IMDB,2,KMV,64,,45,21282,0.0129,0.545823,0.994366,0.973311
HGB_IMDB,2,KMV,64,,46,21282,0.01,0.545823,0.994366,0.973311
HGB_IMDB,2,KMV,128,,42,21282,0.0122,0.545823,0.994366,0.973311
HGB_IMDB,2,KMV,128,,43,21282,0.0126,0.545823,0.994366,0.973311
HGB_IMDB,2,KMV,128,,44,21282,0.015,0.545823,0.994366,0.973311
HGB_IMDB,2,KMV,128,,45,21282,0.0128,0.545823,0.994366,0.973311
HGB_IMDB,2,KMV,128,,46,21282,0.0124,0.545823,0.994366,0.973311
HGB_IMDB,2,MPRW,,2,42,7346,0.0005,0.542208,0.968534,0.947973
HGB_IMDB,2,MPRW,,2,43,7306,0.0005,0.54167,0.968095,0.944257
HGB_IMDB,2,MPRW,,2,44,7344,0.0005,0.549138,0.970128,0.941216
HGB_IMDB,2,MPRW,,2,45,7290,0.0005,0.545542,0.968388,0.943581
HGB_IMDB,2,MPRW,,2,46,7382,0.0005,0.542371,0.968827,0.946622
HGB_IMDB,2,MPRW,,8,42,13658,0.0016,0.541825,0.997921,0.990203
HGB_IMDB,2,MPRW,,8,43,13586,0.0014,0.54179,0.997774,0.989865
HGB_IMDB,2,MPRW,,8,44,13640,0.0013,0.542934,0.997491,0.988851
HGB_IMDB,2,MPRW,,8,45,13676,0.0014,0.541331,0.997911,0.986149
HGB_IMDB,2,MPRW,,8,46,13678,0.0014,0.541674,0.998202,0.988851
HGB_IMDB,2,MPRW,,256,42,16350,0.0297,0.540889,1.0,1.0
HGB_IMDB,2,MPRW,,256,43,16350,0.0286,0.540889,1.0,1.0
HGB_IMDB,2,MPRW,,256,44,16350,0.0279,0.540889,1.0,1.0
HGB_IMDB,2,MPRW,,256,45,16350,0.028,0.540889,1.0,1.0
HGB_IMDB,2,MPRW,,256,46,16350,0.0279,0.540889,1.0,1.0
HGB_IMDB,2,MPRW,,512,42,16350,0.056,0.540889,1.0,1.0
HGB_IMDB,2,MPRW,,512,43,16350,0.0571,0.540889,1.0,1.0
HGB_IMDB,2,MPRW,,512,44,16350,0.058,0.540889,1.0,1.0
HGB_IMDB,2,MPRW,,512,45,16350,0.0573,0.540889,1.0,1.0
HGB_IMDB,2,MPRW,,512,46,16350,0.057,0.540889,1.0,1.0
HGB_IMDB,2,KMV,256,,42,21282,0.0142,0.545823,0.994366,0.973311
HGB_IMDB,2,KMV,256,,43,21282,0.0158,0.545823,0.994366,0.973311
HGB_IMDB,2,KMV,256,,44,21282,0.0228,0.545823,0.994366,0.973311
HGB_IMDB,2,KMV,256,,45,21282,0.0213,0.545823,0.994366,0.973311
HGB_IMDB,2,KMV,256,,46,21282,0.0178,0.545823,0.994366,0.973311
HGB_IMDB,2,KMV,512,,42,21282,0.0197,0.545823,0.994366,0.973311
HGB_IMDB,2,KMV,512,,43,21282,0.0184,0.545823,0.994366,0.973311
HGB_IMDB,2,KMV,512,,44,21282,0.0212,0.545823,0.994366,0.973311
HGB_IMDB,2,KMV,512,,45,21282,0.0218,0.545823,0.994366,0.973311
HGB_IMDB,2,KMV,512,,46,21282,0.0259,0.545823,0.994366,0.973311
HGB_IMDB,2,KMV,1024,,42,21282,0.0336,0.545823,0.994366,0.973311
HGB_IMDB,2,KMV,1024,,43,21282,0.0284,0.545823,0.994366,0.973311
HGB_IMDB,2,KMV,1024,,44,21282,0.0448,0.545823,0.994366,0.973311
HGB_IMDB,2,KMV,1024,,45,21282,0.0335,0.545823,0.994366,0.973311
HGB_IMDB,2,KMV,1024,,46,21282,0.0281,0.545823,0.994366,0.973311
