Dataset,L,Method,k,w_prime,Seed,Edge_Count,Mat_Time_s,Macro_F1,CKA,Pred_Agreement
HGB_ACM,2,KGRW,128,16,43,104312,0.0172,0.892295,0.998389,0.993943
HGB_ACM,2,KGRW,128,16,44,104046,0.0143,0.892208,0.998476,0.993943
HGB_ACM,2,KGRW,128,16,45,104502,0.0197,0.896486,0.997955,0.99174
HGB_ACM,2,KGRW,128,16,46,103566,0.0155,0.893804,0.998381,0.994493
HGB_ACM,2,KGRW,128,32,42,121912,0.0265,0.891622,0.999477,0.995595
HGB_ACM,2,KGRW,128,32,43,122234,0.0335,0.891157,0.999449,0.996145
HGB_ACM,2,KGRW,128,32,44,121746,0.0313,0.890574,0.99959,0.996696
HGB_ACM,2,KGRW,128,32,45,122466,0.025,0.891679,0.99939,0.996696
HGB_ACM,2,KGRW,128,32,46,121546,0.0226,0.891127,0.999515,0.997247
HGB_ACM,2,KGRW,128,64,42,131944,0.039,0.890016,0.999931,0.999449
HGB_ACM,2,KGRW,128,64,43,131908,0.0477,0.89057,0.999891,1.0
HGB_ACM,2,KGRW,128,64,44,131434,0.0366,0.890539,0.999953,0.998899
HGB_ACM,2,KGRW,128,64,45,131802,0.0376,0.890016,0.999927,0.999449
HGB_ACM,2,KGRW,128,64,46,131402,0.0467,0.890016,0.999932,0.999449
HGB_ACM,2,KGRW,128,128,42,134980,0.0675,0.89057,0.999996,1.0
HGB_ACM,2,KGRW,128,128,43,134866,0.0612,0.89057,0.999993,1.0
HGB_ACM,2,KGRW,128,128,44,134818,0.0614,0.89057,0.999997,1.0
HGB_ACM,2,KGRW,128,128,45,134806,0.061,0.89057,0.999991,1.0
HGB_ACM,2,KGRW,128,128,46,134764,0.0631,0.89057,0.999994,1.0
HGB_ACM,2,KGRW,128,256,42,135380,0.1033,0.89057,0.999999,1.0
HGB_ACM,2,KGRW,128,256,43,135348,0.1052,0.89057,0.999999,1.0
HGB_ACM,2,KGRW,128,256,44,135402,0.1021,0.89057,0.999999,1.0
HGB_ACM,2,KGRW,128,256,45,135370,0.1091,0.89057,0.999999,1.0
HGB_ACM,2,KGRW,128,256,46,135364,0.1014,0.89057,0.999999,1.0
HGB_ACM,2,KGRW,128,512,42,135404,0.1744,0.89057,0.999999,1.0
HGB_ACM,2,KGRW,128,512,43,135404,0.1746,0.89057,0.999999,1.0
HGB_ACM,2,KGRW,128,512,44,135404,0.1769,0.89057,0.999999,1.0
HGB_ACM,2,KGRW,128,512,45,135404,0.1756,0.89057,0.999999,1.0
HGB_ACM,2,KGRW,128,512,46,135404,0.177,0.89057,0.999999,1.0
HGB_ACM,2,KMV,256,,42,137381,0.2141,0.890626,0.999087,0.993943
HGB_ACM,2,KMV,256,,43,137381,0.2172,0.890626,0.999077,0.993943
HGB_ACM,2,KMV,256,,44,137381,0.2163,0.890626,0.999089,0.993943
HGB_ACM,2,KMV,256,,45,137381,0.217,0.890626,0.999092,0.993943
HGB_ACM,2,KMV,256,,46,137381,0.225,0.890626,0.999083,0.993943
HGB_ACM,2,KMV,512,,42,138423,0.3542,0.890626,0.999101,0.993943
HGB_ACM,2,KMV,512,,43,138423,0.3568,0.890626,0.999101,0.993943
HGB_ACM,2,KMV,512,,44,138423,0.3485,0.890626,0.999101,0.993943
HGB_ACM,2,KMV,512,,45,138423,0.3471,0.890626,0.999101,0.993943
HGB_ACM,2,KMV,512,,46,138423,0.3469,0.890626,0.999101,0.993943
HGB_ACM,2,KMV,1024,,42,138423,0.3827,0.890626,0.999101,0.993943
HGB_ACM,2,KMV,1024,,43,138423,0.3958,0.890626,0.999101,0.993943
HGB_ACM,2,KMV,1024,,44,138423,0.3791,0.890626,0.999101,0.993943
HGB_ACM,2,KMV,1024,,45,138423,0.3771,0.890626,0.999101,0.993943
HGB_ACM,2,KMV,1024,,46,138423,0.3751,0.890626,0.999101,0.993943
